Machine Name,Lloyd LRX ,P40-HDO Undamaged,1,,,2,,,3,,,P40-HDO 3 hr Healing,1,,,2,,,3,
,,,221.6,0.62,,342.79,0.91,,203.9,0.77,,,105.38,0.51,,139.69,0.59,,120.22,0.48
,,,222.79,0.62,,344.6,0.91,,205.05,0.78,,,105.98,0.51,,140.47,0.6,,120.9,0.48
,,,223.99,0.62,,346.41,0.92,,206.2,0.78,,,106.59,0.51,,141.25,0.6,,121.58,0.48
,,,225.18,0.62,,348.22,0.92,,207.35,0.78,,,107.19,0.51,,142.02,0.6,,122.26,0.48
,,,226.38,0.63,,350.03,0.92,,208.5,0.78,,,107.79,0.51,,142.8,0.6,,122.93,0.48
,,,227.57,0.63,,351.84,0.92,,209.65,0.78,,,108.4,0.52,,143.58,0.6,,123.61,0.48
,,,228.76,0.63,,353.65,0.92,,210.8,0.78,,,109,0.52,,144.36,0.6,,124.29,0.49
,,,229.96,0.63,,355.46,0.93,,211.95,0.78,,,109.6,0.52,,145.14,0.6,,124.97,0.49
,,,231.15,0.63,,357.27,0.93,,213.1,0.78,,,110.21,0.52,,145.92,0.6,,125.65,0.49
,,,232.35,0.63,,359.08,0.93,,214.25,0.79,,,110.81,0.52,,146.7,0.6,,126.32,0.49
,,,233.54,0.63,,360.89,0.93,,215.4,0.79,,,111.41,0.52,,147.47,0.6,,127,0.49
,,,234.73,0.63,,362.7,0.93,,216.55,0.79,,,112.02,0.52,,148.25,0.61,,127.68,0.49
,,,235.93,0.63,,364.51,0.93,,217.7,0.79,,,112.62,0.52,,149.03,0.61,,128.36,0.49
,,,237.12,0.63,,366.32,0.94,,218.85,0.79,,,113.23,0.52,,149.81,0.61,,129.04,0.49
,,,238.32,0.64,,368.13,0.94,,220,0.79,,,113.83,0.52,,150.59,0.61,,129.71,0.49
,,,239.51,0.64,,369.94,0.94,,221.15,0.79,,,114.43,0.52,,151.37,0.61,,130.39,0.49
,,,240.71,0.64,,371.75,0.94,,222.3,0.79,,,115.04,0.52,,152.15,0.61,,131.07,0.49
,,,241.9,0.64,,373.56,0.94,,223.45,0.8,,,115.64,0.52,,152.93,0.61,,131.75,0.49
,,,243.09,0.64,,375.37,0.95,,224.6,0.8,,,116.24,0.53,,153.7,0.61,,132.43,0.5
,,,244.29,0.64,,377.17,0.95,,225.75,0.8,,,116.85,0.53,,154.48,0.61,,133.11,0.5
,,,245.48,0.64,,378.98,0.95,,226.9,0.8,,,117.45,0.53,,155.26,0.62,,133.78,0.5
,,,246.68,0.64,,380.79,0.95,,228.05,0.8,,,118.05,0.53,,156.04,0.62,,134.46,0.5
,,,247.87,0.64,,382.6,0.95,,229.2,0.8,,,118.66,0.53,,156.82,0.62,,135.14,0.5
,,,249.06,0.64,,384.41,0.96,,230.35,0.8,,,119.26,0.53,,157.6,0.62,,135.82,0.5
,,,250.26,0.65,,386.22,0.96,,231.5,0.8,,,119.86,0.53,,158.38,0.62,,136.5,0.5
,,,251.45,0.65,,388.03,0.96,,232.65,0.81,,,120.47,0.53,,159.15,0.62,,137.17,0.5
,,,252.65,0.65,,389.84,0.96,,233.8,0.81,,,121.07,0.53,,159.93,0.62,,137.85,0.5
,,,253.84,0.65,,391.65,0.96,,234.95,0.81,,,121.67,0.53,,160.71,0.62,,138.53,0.5
,,,255.04,0.65,,393.45,0.97,,236.1,0.81,,,122.28,0.53,,161.49,0.62,,139.21,0.5
,,,256.23,0.65,,395.26,0.97,,237.25,0.81,,,122.88,0.53,,162.27,0.62,,139.89,0.5
,,,257.42,0.65,,397.07,0.97,,238.4,0.81,,,123.49,0.54,,163.05,0.63,,140.56,0.5
,,,258.62,0.65,,398.88,0.97,,239.55,0.81,,,124.09,0.54,,163.83,0.63,,141.24,0.51
,,,259.81,0.65,,400.69,0.97,,240.7,0.82,,,124.69,0.54,,164.61,0.63,,141.92,0.51
,,,261.01,0.65,,402.5,0.98,,241.85,0.82,,,125.3,0.54,,165.38,0.63,,142.6,0.51
,,,262.2,0.66,,404.31,0.98,,243,0.82,,,125.9,0.54,,166.16,0.63,,143.28,0.51
,,,263.39,0.66,,406.12,0.98,,244.15,0.82,,,126.5,0.54,,166.94,0.63,,143.95,0.51
,,,264.59,0.66,,407.93,0.98,,245.3,0.82,,,127.11,0.54,,167.72,0.63,,144.63,0.51
,,,265.78,0.66,,409.73,0.98,,246.45,0.82,,,127.71,0.54,,168.5,0.63,,145.31,0.51
,,,266.98,0.66,,411.54,0.99,,247.6,0.82,,,128.31,0.54,,169.28,0.63,,145.99,0.51
,,,268.17,0.66,,413.35,0.99,,248.75,0.82,,,128.92,0.54,,170.06,0.63,,146.67,0.51
,,,269.37,0.66,,415.16,0.99,,249.9,0.83,,,129.52,0.54,,170.84,0.64,,147.34,0.51
,,,270.56,0.66,,416.97,0.99,,251.05,0.83,,,130.12,0.54,,171.61,0.64,,148.02,0.51
,,,271.75,0.66,,418.78,0.99,,252.2,0.83,,,130.73,0.55,,172.39,0.64,,148.7,0.51
,,,272.95,0.66,,420.59,0.99,,253.35,0.83,,,131.33,0.55,,173.17,0.64,,149.38,0.52
,,,274.14,0.67,,422.4,1,,254.5,0.83,,,131.94,0.55,,173.95,0.64,,150.06,0.52
,,,275.34,0.67,,424.2,1,,255.65,0.83,,,132.54,0.55,,174.73,0.64,,150.73,0.52
,,,276.53,0.67,,426.01,1,,256.8,0.83,,,133.14,0.55,,175.51,0.64,,151.41,0.52
,,,277.73,0.67,,427.82,1,,257.95,0.83,,,133.75,0.55,,176.29,0.64,,152.09,0.52
,,,278.92,0.67,,429.63,1,,259.1,0.84,,,134.35,0.55,,177.06,0.64,,152.77,0.52
,,,280.11,0.67,,431.44,1.01,,260.25,0.84,,,134.95,0.55,,177.84,0.64,,153.45,0.52
,,,281.31,0.67,,433.25,1.01,,261.4,0.84,,,135.56,0.55,,178.62,0.65,,154.13,0.52
,,,282.5,0.67,,435.06,1.01,,262.55,0.84,,,136.16,0.55,,179.4,0.65,,154.8,0.52
,,,283.7,0.67,,436.87,1.01,,263.7,0.84,,,136.76,0.55,,180.18,0.65,,155.48,0.52
,,,284.89,0.67,,438.67,1.02,,264.85,0.84,,,137.37,0.55,,180.96,0.65,,156.16,0.52
,,,286.09,0.67,,440.48,1.02,,266,0.84,,,137.97,0.56,,181.74,0.65,,156.84,0.52
,,,287.28,0.68,,442.29,1.02,,267.15,0.84,,,138.57,0.56,,182.51,0.65,,157.52,0.52
,,,288.47,0.68,,444.09,1.02,,268.3,0.85,,,139.18,0.56,,183.29,0.65,,158.19,0.53
,,,289.67,0.68,,445.9,1.02,,269.45,0.85,,,139.78,0.56,,184.07,0.65,,158.87,0.53
,,,290.86,0.68,,447.71,1.03,,270.59,0.85,,,140.38,0.56,,184.85,0.65,,159.55,0.53
,,,292.06,0.68,,449.51,1.03,,271.74,0.85,,,140.99,0.56,,185.63,0.65,,160.23,0.53
,,,293.25,0.68,,451.32,1.03,,272.89,0.85,,,141.59,0.56,,186.41,0.65,,160.9,0.53
,,,294.45,0.68,,453.12,1.03,,274.04,0.85,,,142.2,0.56,,187.18,0.65,,161.58,0.53
,,,295.64,0.68,,454.93,1.03,,275.19,0.85,,,142.8,0.56,,187.96,0.65,,162.26,0.53
,,,296.84,0.68,,456.74,1.04,,276.34,0.85,,,143.4,0.56,,188.74,0.65,,162.94,0.53
,,,298.03,0.68,,458.54,1.04,,277.49,0.85,,,144.01,0.56,,189.52,0.66,,163.62,0.53
,,,299.22,0.68,,460.35,1.04,,278.64,0.85,,,144.61,0.56,,190.3,0.66,,164.29,0.53
,,,300.42,0.69,,462.16,1.04,,279.79,0.86,,,145.21,0.56,,191.08,0.66,,164.97,0.53
,,,301.61,0.69,,463.96,1.04,,280.94,0.86,,,145.82,0.57,,191.85,0.66,,165.65,0.53
,,,302.81,0.69,,465.77,1.05,,282.09,0.86,,,146.42,0.57,,192.63,0.66,,166.33,0.53
,,,304,0.69,,467.58,1.05,,283.24,0.86,,,147.02,0.57,,193.41,0.66,,167.01,0.53
,,,305.2,0.69,,469.38,1.05,,284.39,0.86,,,147.63,0.57,,194.19,0.66,,167.68,0.53
,,,306.39,0.69,,471.19,1.05,,285.54,0.86,,,148.23,0.57,,194.97,0.66,,168.36,0.53
,,,307.58,0.69,,473.02,1.05,,286.69,0.86,,,148.83,0.57,,195.75,0.66,,169.04,0.54
,,,308.78,0.69,,474.86,1.06,,287.84,0.86,,,149.44,0.57,,196.52,0.66,,169.72,0.54
,,,309.97,0.69,,476.67,1.06,,288.99,0.86,,,150.04,0.57,,197.3,0.66,,170.39,0.54
,,,311.17,0.69,,478.48,1.06,,290.14,0.87,,,150.64,0.57,,198.08,0.66,,171.07,0.54
,,,312.36,0.69,,480.29,1.06,,291.29,0.87,,,151.25,0.57,,198.86,0.66,,171.75,0.54
,,,313.56,0.7,,482.1,1.06,,292.44,0.87,,,151.85,0.57,,199.64,0.67,,172.43,0.54
,,,314.75,0.7,,483.91,1.07,,293.59,0.87,,,152.46,0.57,,200.41,0.67,,173.11,0.54
,,,315.94,0.7,,485.72,1.07,,294.74,0.87,,,153.06,0.57,,201.19,0.67,,173.78,0.54
,,,317.14,0.7,,487.53,1.07,,295.89,0.87,,,153.66,0.57,,201.97,0.67,,174.46,0.54
,,,318.33,0.7,,489.34,1.07,,297.04,0.87,,,154.27,0.57,,202.75,0.67,,175.14,0.54
,,,319.53,0.7,,491.15,1.08,,298.19,0.87,,,154.87,0.57,,203.53,0.67,,175.82,0.54
,,,320.72,0.7,,492.95,1.08,,299.34,0.87,,,155.47,0.57,,204.31,0.67,,176.5,0.54
,,,321.92,0.7,,494.76,1.08,,300.49,0.87,,,156.08,0.57,,205.08,0.67,,177.17,0.54
,,,323.11,0.7,,496.57,1.08,,301.64,0.87,,,156.68,0.57,,205.86,0.67,,177.85,0.54
,,,324.3,0.7,,498.38,1.08,,302.79,0.87,,,157.28,0.57,,206.64,0.67,,178.53,0.54
,,,325.5,0.7,,500.19,1.09,,303.94,0.87,,,157.89,0.57,,207.42,0.67,,179.21,0.54
,,,326.69,0.71,,502,1.09,,305.09,0.87,,,158.49,0.57,,208.2,0.67,,179.89,0.54
,,,327.89,0.71,,503.81,1.09,,306.23,0.88,,,159.09,0.58,,208.98,0.67,,180.56,0.54
,,,329.08,0.71,,505.62,1.09,,307.38,0.88,,,159.7,0.58,,209.75,0.68,,181.24,0.54
,,,330.28,0.71,,507.43,1.1,,308.53,0.88,,,160.3,0.58,,210.53,0.68,,181.92,0.54
,,,331.47,0.71,,509.23,1.1,,309.68,0.88,,,160.91,0.58,,211.31,0.68,,182.6,0.55
,,,332.66,0.71,,511.04,1.1,,310.83,0.88,,,161.51,0.58,,212.09,0.68,,183.27,0.55
,,,333.86,0.71,,512.85,1.1,,311.98,0.88,,,162.11,0.58,,212.87,0.68,,183.95,0.55
,,,335.05,0.71,,514.66,1.11,,313.13,0.88,,,162.72,0.58,,213.65,0.68,,184.63,0.55
,,,336.25,0.71,,516.47,1.11,,314.28,0.88,,,163.32,0.58,,214.42,0.68,,185.31,0.55
,,,337.44,0.71,,518.28,1.11,,315.43,0.88,,,163.92,0.58,,215.2,0.68,,185.99,0.55
,,,338.64,0.71,,520.08,1.11,,316.58,0.88,,,164.53,0.58,,215.98,0.68,,186.66,0.55
,,,339.83,0.72,,521.89,1.11,,317.73,0.88,,,165.13,0.58,,216.76,0.68,,187.34,0.55
,,,341.03,0.72,,523.7,1.12,,318.88,0.89,,,165.73,0.58,,217.54,0.68,,188.02,0.55
,,,342.22,0.72,,525.51,1.12,,320.03,0.89,,,166.34,0.58,,218.32,0.68,,188.7,0.55
,,,343.41,0.72,,527.32,1.12,,321.18,0.89,,,166.94,0.58,,219.09,0.68,,189.38,0.55
,,,344.61,0.72,,529.12,1.12,,322.33,0.89,,,167.54,0.58,,219.87,0.69,,190.05,0.55
,,,345.8,0.72,,530.93,1.13,,323.48,0.89,,,168.15,0.58,,220.65,0.69,,190.73,0.55
,,,347,0.72,,532.74,1.13,,324.63,0.89,,,168.75,0.59,,221.43,0.69,,191.41,0.55
,,,348.19,0.72,,534.55,1.13,,325.78,0.89,,,169.35,0.59,,222.21,0.69,,192.09,0.55
,,,349.39,0.72,,536.36,1.13,,326.93,0.89,,,169.96,0.59,,222.98,0.69,,192.76,0.55
,,,350.58,0.72,,538.17,1.14,,328.08,0.89,,,170.56,0.59,,223.76,0.69,,193.44,0.55
,,,351.77,0.72,,539.97,1.14,,329.23,0.89,,,171.17,0.59,,224.54,0.69,,194.12,0.56
,,,352.97,0.73,,541.78,1.14,,330.38,0.9,,,171.77,0.59,,225.32,0.69,,194.8,0.56
,,,354.16,0.73,,543.59,1.14,,331.53,0.9,,,172.37,0.59,,226.1,0.69,,195.48,0.56
,,,355.36,0.73,,545.4,1.15,,332.68,0.9,,,172.98,0.59,,226.88,0.69,,196.15,0.56
,,,356.55,0.73,,547.21,1.15,,333.83,0.9,,,173.58,0.59,,227.65,0.69,,196.83,0.56
,,,357.75,0.73,,549.01,1.15,,334.98,0.9,,,174.18,0.59,,228.43,0.69,,197.51,0.56
,,,358.94,0.73,,550.82,1.15,,336.13,0.9,,,174.79,0.59,,229.21,0.7,,198.19,0.56
,,,360.13,0.73,,552.63,1.15,,337.28,0.9,,,175.39,0.59,,229.99,0.7,,198.87,0.56
,,,361.33,0.73,,554.44,1.16,,338.43,0.9,,,175.99,0.59,,230.77,0.7,,199.54,0.56
,,,362.52,0.73,,556.25,1.16,,339.58,0.9,,,176.6,0.59,,231.55,0.7,,200.22,0.56
,,,363.72,0.73,,558.06,1.16,,340.72,0.9,,,177.2,0.59,,232.32,0.7,,200.9,0.56
,,,364.91,0.73,,559.86,1.16,,341.87,0.91,,,177.8,0.59,,233.1,0.7,,201.58,0.56
,,,366.11,0.74,,561.67,1.17,,343.02,0.91,,,178.41,0.59,,233.88,0.7,,202.25,0.56
,,,367.3,0.74,,563.48,1.17,,344.17,0.91,,,179.01,0.6,,234.66,0.7,,202.93,0.56
,,,368.49,0.74,,565.29,1.17,,345.32,0.91,,,179.62,0.6,,235.44,0.7,,203.61,0.56
,,,369.69,0.74,,567.1,1.17,,346.47,0.91,,,180.22,0.6,,236.22,0.7,,204.29,0.56
,,,370.88,0.74,,568.91,1.18,,347.62,0.91,,,180.82,0.6,,236.99,0.7,,204.97,0.57
,,,372.08,0.74,,570.71,1.18,,348.77,0.91,,,181.43,0.6,,237.77,0.7,,205.64,0.57
,,,373.27,0.74,,572.52,1.18,,349.92,0.91,,,182.03,0.6,,238.55,0.7,,206.32,0.57
,,,374.47,0.74,,574.33,1.18,,351.07,0.91,,,182.63,0.6,,239.33,0.71,,207,0.57
,,,375.66,0.74,,576.14,1.19,,352.22,0.91,,,183.24,0.6,,240.11,0.71,,207.68,0.57
,,,376.85,0.74,,577.95,1.19,,353.37,0.91,,,183.84,0.6,,240.88,0.71,,208.36,0.57
,,,378.05,0.75,,579.75,1.19,,354.52,0.92,,,184.44,0.6,,241.66,0.71,,209.03,0.57
,,,379.24,0.75,,581.56,1.19,,355.67,0.92,,,185.05,0.6,,242.44,0.71,,209.71,0.57
,,,380.44,0.75,,583.37,1.2,,356.82,0.92,,,185.65,0.6,,243.22,0.71,,210.39,0.57
,,,381.63,0.75,,585.18,1.2,,357.97,0.92,,,186.25,0.6,,244,0.71,,211.07,0.57
,,,382.83,0.75,,586.99,1.2,,359.12,0.92,,,186.86,0.6,,244.78,0.71,,211.74,0.57
,,,384.02,0.75,,588.8,1.2,,360.27,0.92,,,187.46,0.6,,245.55,0.71,,212.42,0.57
,,,385.22,0.75,,590.6,1.21,,361.42,0.92,,,188.06,0.6,,246.33,0.71,,213.1,0.57
,,,386.41,0.75,,592.41,1.21,,362.57,0.92,,,188.67,0.61,,247.11,0.71,,213.78,0.57
,,,387.6,0.75,,594.22,1.21,,363.72,0.92,,,189.27,0.61,,247.89,0.71,,214.46,0.57
,,,388.8,0.75,,596.03,1.22,,364.87,0.92,,,189.88,0.61,,248.67,0.71,,215.13,0.57
,,,389.99,0.75,,597.84,1.22,,366.02,0.93,,,190.48,0.61,,249.45,0.72,,215.81,0.57
,,,391.19,0.76,,599.65,1.22,,367.17,0.93,,,191.08,0.61,,250.22,0.72,,216.49,0.58
,,,392.38,0.76,,601.46,1.22,,368.32,0.93,,,191.69,0.61,,251,0.72,,217.17,0.58
,,,393.58,0.76,,603.27,1.23,,369.47,0.93,,,192.29,0.61,,251.78,0.72,,217.85,0.58
,,,394.77,0.76,,605.08,1.23,,370.62,0.93,,,192.89,0.61,,252.56,0.72,,218.52,0.58
,,,395.96,0.76,,606.89,1.23,,371.77,0.93,,,193.5,0.61,,253.34,0.72,,219.2,0.58
,,,397.16,0.76,,608.7,1.23,,372.92,0.93,,,194.1,0.61,,254.12,0.72,,219.88,0.58
,,,398.35,0.76,,610.51,1.24,,374.06,0.93,,,194.7,0.61,,254.89,0.72,,220.56,0.58
,,,399.55,0.76,,612.32,1.24,,375.21,0.93,,,195.31,0.61,,255.67,0.72,,221.24,0.58
,,,400.74,0.76,,614.13,1.24,,376.36,0.93,,,195.91,0.61,,256.45,0.72,,221.91,0.58
,,,401.94,0.76,,615.94,1.24,,377.52,0.94,,,196.51,0.61,,257.23,0.72,,222.59,0.58
,,,403.13,0.76,,617.75,1.25,,378.67,0.94,,,197.12,0.61,,258.01,0.72,,223.27,0.58
,,,404.32,0.77,,619.56,1.25,,379.82,0.94,,,197.72,0.61,,258.79,0.72,,223.95,0.58
,,,405.52,0.77,,621.37,1.25,,380.97,0.94,,,198.32,0.61,,259.57,0.73,,224.63,0.58
,,,406.71,0.77,,623.17,1.26,,382.12,0.94,,,198.93,0.62,,260.35,0.73,,225.3,0.58
,,,407.91,0.77,,624.99,1.26,,383.27,0.94,,,199.53,0.62,,261.12,0.73,,225.98,0.58
,,,409.1,0.77,,626.8,1.26,,384.42,0.94,,,200.14,0.62,,261.9,0.73,,226.66,0.58
,,,410.3,0.77,,628.61,1.26,,385.57,0.94,,,200.74,0.62,,262.68,0.73,,227.34,0.59
,,,411.49,0.77,,630.42,1.27,,386.72,0.94,,,201.34,0.62,,263.46,0.73,,228.02,0.59
,,,412.68,0.77,,632.23,1.27,,387.87,0.94,,,201.95,0.62,,264.24,0.73,,228.69,0.59
,,,413.88,0.77,,634.04,1.27,,389.02,0.95,,,202.55,0.62,,265.02,0.73,,229.37,0.59
,,,415.07,0.77,,635.85,1.27,,390.17,0.95,,,203.15,0.62,,265.8,0.73,,230.05,0.59
,,,416.27,0.77,,637.66,1.28,,391.32,0.95,,,203.76,0.62,,266.58,0.73,,230.73,0.59
,,,417.46,0.78,,639.47,1.28,,392.47,0.95,,,204.36,0.62,,267.36,0.73,,231.41,0.59
,,,418.66,0.78,,641.28,1.28,,393.62,0.95,,,204.96,0.62,,268.13,0.73,,232.09,0.59
,,,419.85,0.78,,643.1,1.29,,394.77,0.95,,,205.57,0.62,,268.91,0.74,,232.76,0.59
,,,421.04,0.78,,644.91,1.29,,395.92,0.95,,,206.17,0.62,,269.69,0.74,,233.44,0.59
,,,422.24,0.78,,646.72,1.29,,397.07,0.95,,,206.77,0.62,,270.47,0.74,,234.12,0.59
,,,423.43,0.78,,648.53,1.29,,398.22,0.95,,,207.38,0.62,,271.25,0.74,,234.8,0.59
,,,424.63,0.78,,650.34,1.3,,399.37,0.95,,,207.98,0.62,,272.03,0.74,,235.48,0.59
,,,425.82,0.78,,652.15,1.3,,400.52,0.95,,,208.58,0.63,,272.81,0.74,,236.15,0.59
,,,427.02,0.78,,653.96,1.3,,401.67,0.96,,,209.19,0.63,,273.59,0.74,,236.83,0.59
,,,428.21,0.78,,655.77,1.31,,402.82,0.96,,,209.79,0.63,,274.37,0.74,,237.51,0.59
,,,429.4,0.79,,657.59,1.31,,403.97,0.96,,,210.39,0.63,,275.14,0.74,,238.19,0.59
,,,430.6,0.79,,659.41,1.31,,405.12,0.96,,,211,0.63,,275.92,0.74,,238.87,0.6
,,,431.79,0.79,,661.22,1.32,,406.27,0.96,,,211.6,0.63,,276.7,0.74,,239.55,0.6
,,,432.99,0.79,,663.04,1.32,,407.42,0.96,,,212.2,0.63,,277.48,0.74,,240.22,0.6
,,,434.18,0.79,,664.84,1.32,,408.57,0.96,,,212.81,0.63,,278.26,0.74,,240.9,0.6
,,,435.38,0.79,,666.63,1.32,,409.72,0.96,,,213.41,0.63,,279.04,0.74,,241.58,0.6
,,,436.57,0.79,,668.43,1.33,,410.87,0.96,,,214.02,0.63,,279.82,0.75,,242.26,0.6
,,,437.76,0.79,,670.23,1.33,,412.02,0.96,,,214.62,0.63,,280.6,0.75,,242.94,0.6
,,,438.96,0.79,,672.04,1.33,,413.17,0.96,,,215.22,0.63,,281.38,0.75,,243.61,0.6
,,,440.15,0.79,,673.84,1.34,,414.32,0.97,,,215.83,0.63,,282.15,0.75,,244.29,0.6
,,,441.35,0.79,,675.65,1.34,,415.47,0.97,,,216.43,0.63,,282.93,0.75,,244.97,0.6
,,,442.54,0.8,,677.46,1.34,,416.62,0.97,,,217.03,0.63,,283.71,0.75,,245.65,0.6
,,,443.74,0.8,,679.27,1.35,,417.77,0.97,,,217.64,0.63,,284.49,0.75,,246.33,0.6
,,,444.93,0.8,,681.08,1.35,,418.92,0.97,,,218.24,0.63,,285.27,0.75,,247,0.6
,,,446.15,0.8,,682.89,1.35,,420.07,0.97,,,218.84,0.63,,286.05,0.75,,247.68,0.6
,,,447.42,0.8,,684.7,1.36,,421.22,0.97,,,219.45,0.64,,286.83,0.75,,248.36,0.6
,,,448.62,0.8,,686.5,1.36,,422.37,0.97,,,220.05,0.64,,287.61,0.75,,249.04,0.6
